route_id,service_id,trip_id,direction_id
100_47300,komuter_utara,2945,1
100_47300,komuter_utara,2947,1
100_47300,komuter_utara,2951,1
100_47300,komuter_utara,2955,1
100_47300,komuter_utara,2959,1
100_47300,komuter_utara,2963,1
100_47300,komuter_utara,2967,1
100_47300,komuter_utara,2969,1
100_47300,komuter_utara,2971,1
100_47300,komuter_utara,2975,1
100_47300,komuter_utara,2979,1
100_47300,komuter_utara,2981,1
100_47300,komuter_utara,2985,1
100_47300,komuter_utara,2987,1
100_47300,komuter_utara,2991,1
100_47300,komuter_utara,2997,1
100_9000,komuter_utara,2901,0
100_9000,komuter_utara,2903,0
100_9000,komuter_utara,2905,0
100_9000,komuter_utara,2907,0
100_9000,komuter_utara,2909,0
100_9000,komuter_utara,2911,0
100_9000,komuter_utara,2913,0
100_9000,komuter_utara,2915,0
100_9000,komuter_utara,2917,0
100_9000,komuter_utara,2919,0
100_9000,komuter_utara,2900,1
100_9000,komuter_utara,2902,1
100_9000,komuter_utara,2904,1
100_9000,komuter_utara,2906,1
100_9000,komuter_utara,2908,1
100_9000,komuter_utara,2910,1
100_9000,komuter_utara,2912,1
100_9000,komuter_utara,2914,1
100_9000,komuter_utara,2916,1
100_9000,komuter_utara,2918,1
SH,intercity,35,0
SH,intercity,51,0
SH,intercity,53,0
SH,intercity,37,0
SH,intercity,55,0
SH,intercity,57,0
SH,intercity,59,0
SH,intercity,50,1
SH,intercity,52,1
SH,intercity,56,1
SH,intercity,34,1
SH,intercity,58,1
SH,intercity,60,1
SH,intercity,36,1
ERT,intercity,27,0
ERT,intercity,26,1
ES,intercity,41,0
ES,intercity,43,0
ES,intercity,45,0
ES,intercity,42,1
ES,intercity,44,1
ES,intercity,46,1
ST,intercity,61,0
ST,intercity,63,0
ST,intercity,65,0
ST,intercity,67,0
ST,intercity,69,0
ST,intercity,71,0
ST,intercity,73,0
ST,intercity,75,0
ST,intercity,77,0
ST,intercity,79,0
ST,intercity,81,0
ST,intercity,83,0
ST,intercity,85,0
ST,intercity,87,0
ST,intercity,89,0
ST,intercity,91,0
ST,intercity,93,0
ST,intercity,95,0
ST,intercity,72,1
ST,intercity,74,1
ST,intercity,76,1
ST,intercity,78,1
ST,intercity,80,1
ST,intercity,82,1
ST,intercity,84,1
ST,intercity,86,1
ST,intercity,88,1
ST,intercity,90,1
ST,intercity,92,1
ST,intercity,94,1
ST,intercity,96,1
ETS,ets,9051,0
ETS,ets,9171,0
ETS,ets,9173,0
ETS,ets,9025,0
ETS,ets,9321,0
ETS,ets,9273,0
ETS,ets,9027,0
ETS,ets,9275,0
ETS,ets,9175,0
ETS,ets,9029,0
ETS,ets,9277,0
ETS,ets,9177,0
ETS,ets,9035,0
ETS,ets,9279,0
ETS,ets,9179,0
ETS,ets,9272,1
ETS,ets,9172,1
ETS,ets,9022,1
ETS,ets,9274,1
ETS,ets,9174,1
ETS,ets,9024,1
ETS,ets,9176,1
ETS,ets,9028,1
ETS,ets,9178,1
ETS,ets,9322,1
ETS,ets,9276,1
ETS,ets,9032,1
ETS,ets,9180,1
ETS,ets,9052,1
ETS,ets,9278,1
